NaN,NaN,NaN,NaN,NaN,NaN,-0.001,-0.000,-0.001,-0.001,0.001,-0.001,-0.001,-0.000,0.001,0.001,-0.000,0.001,0.001,-0.001,0.000,0.000,-0.001,-0.001,-0.001,-0.002,-0.001,-0.000,-0.000,-0.001,0.000,-0.001,NaN,0.001,-0.001,-0.000,0.001,0.000,0.000,0.001,0.001,-0.000,0.000,0.001,0.001,0.001,-0.001,0.000,-0.000,0.001,0.002,0.002,0.001,-0.000,-0.001,0.001,0.001,-0.001,-0.001,NaN,NaN,NaN,NaN,NaN,375304040.000
NaN,NaN,NaN,NaN,NaN,NaN,-0.001,0.000,0.002,-0.000,0.001,-0.000,-0.001,0.002,0.002,-0.002,0.000,-0.001,0.001,0.000,-0.002,0.001,0.001,-0.001,0.001,0.001,0.001,-0.000,0.002,-0.000,0.001,-0.000,NaN,0.003,-0.003,-0.001,0.001,0.001,-0.001,0.001,-0.001,0.000,-0.001,0.001,0.000,-0.000,-0.001,-0.001,0.001,0.000,0.000,0.001,-0.001,0.001,-0.000,-0.000,-0.000,-0.000,0.001,NaN,NaN,NaN,NaN,NaN,375304111.000
NaN,NaN,NaN,NaN,NaN,NaN,0.019,0.023,0.028,0.030,0.034,0.039,0.044,0.046,0.051,0.055,0.060,0.063,0.065,0.071,0.075,0.076,0.083,0.083,0.086,0.090,0.090,0.094,0.095,0.094,0.096,0.100,NaN,0.105,0.099,0.100,0.104,0.100,0.097,0.098,0.097,0.097,0.094,0.093,0.088,0.085,0.084,0.080,0.078,0.071,0.070,0.064,0.060,0.055,0.048,0.043,0.040,0.037,0.033,NaN,NaN,NaN,NaN,NaN,375304116.000
NaN,NaN,NaN,NaN,NaN,NaN,0.008,0.012,0.016,0.021,0.024,0.031,0.037,0.041,0.050,0.052,0.060,0.065,0.069,0.076,0.081,0.085,0.089,0.093,0.095,0.095,0.097,0.099,0.102,0.101,0.100,0.099,NaN,0.097,0.091,0.088,0.087,0.081,0.078,0.074,0.066,0.062,0.053,0.049,0.045,0.036,0.031,0.024,0.019,0.015,0.006,0.004,-0.003,-0.005,-0.007,-0.010,-0.012,-0.016,-0.018,NaN,NaN,NaN,NaN,NaN,375304119.000
NaN,NaN,NaN,NaN,NaN,NaN,-0.031,-0.031,-0.031,-0.028,-0.027,-0.021,-0.018,-0.013,-0.005,0.003,0.012,0.021,0.028,0.037,0.046,0.058,0.063,0.075,0.079,0.086,0.090,0.094,0.102,0.101,0.101,0.103,NaN,0.097,0.095,0.086,0.081,0.073,0.066,0.057,0.049,0.037,0.028,0.020,0.011,0.003,-0.006,-0.019,-0.028,-0.031,-0.038,-0.042,-0.045,-0.049,-0.045,-0.047,-0.047,-0.045,-0.041,NaN,NaN,NaN,NaN,NaN,375304144.000
NaN,NaN,NaN,NaN,NaN,NaN,0.008,0.013,0.016,0.020,0.023,0.032,0.036,0.041,0.049,0.052,0.060,0.065,0.070,0.074,0.081,0.085,0.092,0.091,0.093,0.095,0.098,0.099,0.098,0.099,0.102,0.102,NaN,0.101,0.090,0.090,0.085,0.081,0.076,0.073,0.065,0.063,0.055,0.050,0.042,0.039,0.032,0.022,0.019,0.014,0.007,0.002,-0.002,-0.005,-0.007,-0.011,-0.012,-0.016,-0.018,NaN,NaN,NaN,NaN,NaN,375304197.000
NaN,NaN,NaN,NaN,NaN,NaN,0.012,0.016,0.020,0.025,0.030,0.036,0.041,0.048,0.052,0.058,0.064,0.070,0.073,0.077,0.081,0.087,0.090,0.096,0.095,0.096,0.098,0.098,0.101,0.100,0.096,0.095,NaN,0.089,0.090,0.085,0.079,0.074,0.072,0.064,0.060,0.052,0.049,0.043,0.038,0.030,0.024,0.016,0.011,0.006,0.002,-0.005,-0.008,-0.013,-0.013,-0.017,-0.016,-0.019,-0.021,NaN,NaN,NaN,NaN,NaN,375304248.000
NaN,NaN,NaN,NaN,NaN,NaN,0.027,0.029,0.035,0.037,0.043,0.048,0.055,0.059,0.064,0.068,0.074,0.076,0.080,0.084,0.084,0.092,0.094,0.096,0.097,0.098,0.098,0.100,0.103,0.101,0.097,0.098,NaN,0.095,0.094,0.092,0.091,0.086,0.085,0.081,0.077,0.074,0.072,0.066,0.063,0.057,0.052,0.049,0.042,0.041,0.034,0.030,0.025,0.021,0.018,0.015,0.012,0.007,0.005,NaN,NaN,NaN,NaN,NaN,375304301.000
NaN,NaN,NaN,NaN,NaN,NaN,0.026,0.031,0.034,0.040,0.045,0.049,0.055,0.058,0.064,0.066,0.072,0.077,0.080,0.084,0.086,0.091,0.095,0.096,0.095,0.098,0.098,0.098,0.101,0.100,0.100,0.099,NaN,0.098,0.093,0.091,0.090,0.087,0.084,0.082,0.077,0.074,0.068,0.067,0.060,0.056,0.053,0.047,0.043,0.040,0.032,0.029,0.024,0.019,0.018,0.015,0.010,0.007,0.005,NaN,NaN,NaN,NaN,NaN,375304353.000
NaN,NaN,NaN,NaN,NaN,NaN,0.014,0.020,0.023,0.028,0.033,0.038,0.043,0.048,0.053,0.058,0.064,0.070,0.071,0.076,0.083,0.085,0.090,0.092,0.093,0.096,0.096,0.100,0.101,0.100,0.099,0.102,NaN,0.098,0.096,0.094,0.092,0.089,0.082,0.081,0.076,0.073,0.067,0.062,0.058,0.053,0.048,0.041,0.037,0.032,0.026,0.022,0.017,0.013,0.010,0.005,0.002,-0.001,-0.004,NaN,NaN,NaN,NaN,NaN,375304404.000
