NaN,NaN,NaN,NaN,NaN,NaN,0.000365,-0.000541,0.000283,0.000174,0.000755,0.001062,0.000039,-0.000342,0.000862,-0.001097,0.000585,-0.000627,-0.001219,-0.000483,0.000588,-0.000135,-0.000957,-0.000386,-0.001091,-0.000441,-0.000872,0.000429,0.000966,-0.000688,-0.000817,0.000690,NaN,-0.003903,-0.000351,-0.001423,-0.000623,0.001354,-0.000090,0.001812,0.000066,0.000233,-0.000499,-0.000409,-0.000715,-0.000336,-0.001271,-0.001352,0.000346,0.000272,0.000103,0.000663,0.000968,0.000393,0.000003,-0.000186,-0.000607,-0.000334,0.000253,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,-0.013977,-0.020315,-0.025184,-0.025396,-0.026340,-0.018022,-0.012131,-0.000283,0.011066,0.021209,0.034083,0.036833,0.037724,0.034847,0.027041,0.018862,0.004548,-0.009596,-0.023181,-0.033295,-0.042146,-0.042676,-0.043383,-0.034810,-0.020251,-0.007299,NaN,0.021487,0.032355,0.039223,0.044286,0.040184,0.036843,0.025653,0.010961,-0.002501,-0.016338,-0.027681,-0.033758,-0.036096,-0.034068,-0.030239,-0.021438,-0.012184,-0.000212,0.008895,0.017520,0.022736,0.022568,0.023736,0.018942,0.012361,0.007213,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,-0.019156,-0.022155,-0.025231,-0.022250,-0.019822,-0.011877,-0.004274,0.010094,0.017548,0.026831,0.034735,0.038255,0.038184,0.031518,0.025923,0.014370,0.001728,-0.013038,-0.023501,-0.033238,-0.040705,-0.041114,-0.041047,-0.034767,-0.023181,-0.011457,NaN,0.016592,0.024724,0.035069,0.041523,0.041200,0.038747,0.032340,0.021600,0.009339,-0.003622,-0.015325,-0.025469,-0.032242,-0.032429,-0.036240,-0.030980,-0.023830,-0.013824,-0.004038,0.003588,0.012304,0.016839,0.019333,0.019187,0.019261,0.014797,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,-0.019636,-0.023005,-0.023977,-0.020520,-0.015161,-0.008463,0.000978,0.012910,0.021530,0.029459,0.036260,0.037411,0.036902,0.030223,0.020326,0.009604,-0.003331,-0.019871,-0.026219,-0.036694,-0.044083,-0.043688,-0.038301,-0.033792,-0.021046,-0.007673,NaN,0.020048,0.031012,0.038559,0.044098,0.041345,0.036354,0.029327,0.017737,0.004250,-0.008071,-0.018775,-0.028172,-0.032973,-0.033497,-0.032644,-0.027335,-0.021400,-0.011083,-0.000520,0.006684,0.013933,0.020065,0.020629,0.021784,0.018585,0.013552,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,-0.021863,-0.022342,-0.022430,-0.017536,-0.013446,-0.003029,0.006403,0.015418,0.025064,0.031020,0.039205,0.036622,0.034210,0.027127,0.017953,0.008869,-0.005809,-0.020303,-0.028217,-0.036551,-0.041359,-0.041748,-0.041575,-0.033176,-0.021280,-0.008463,NaN,0.018473,0.029637,0.033146,0.043741,0.041712,0.038357,0.031963,0.024043,0.011171,-0.003945,-0.012716,-0.022621,-0.028627,-0.030803,-0.037572,-0.031400,-0.027438,-0.017149,-0.006585,-0.000879,0.007323,0.013227,0.018369,0.019402,0.018376,0.015185,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,-0.013310,-0.020128,-0.024805,-0.026590,-0.024576,-0.019271,-0.013509,-0.002498,0.009476,0.020533,0.030769,0.036662,0.037733,0.037370,0.030043,0.019394,0.005018,-0.009010,-0.021369,-0.031277,-0.038555,-0.041893,-0.040099,-0.034323,-0.022534,-0.007530,NaN,0.017832,0.029689,0.036907,0.044370,0.040306,0.035099,0.024235,0.011036,-0.005032,-0.015599,-0.026235,-0.033072,-0.035734,-0.032632,-0.030243,-0.021976,-0.013937,-0.000585,0.009847,0.016590,0.021114,0.023852,0.023373,0.019372,0.014279,0.008323,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,-0.020778,-0.019569,-0.018579,-0.013602,-0.007573,0.002515,0.011371,0.021848,0.028837,0.035355,0.036731,0.035778,0.032374,0.022636,0.013584,0.003922,-0.010237,-0.022452,-0.032187,-0.037652,-0.044020,-0.042154,-0.036542,-0.030966,-0.019892,-0.008047,NaN,0.016892,0.026826,0.036306,0.040919,0.041762,0.040698,0.032929,0.022109,0.012302,-0.000559,-0.011869,-0.018776,-0.028398,-0.031716,-0.034476,-0.032742,-0.026807,-0.021023,-0.014837,-0.004119,0.003578,0.008400,0.014096,0.017349,0.018190,0.016805,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,-0.020250,-0.022234,-0.021810,-0.020051,-0.014260,-0.006817,0.000094,0.012649,0.019961,0.031548,0.036037,0.038479,0.035577,0.031097,0.021908,0.011381,0.000222,-0.014581,-0.025490,-0.032506,-0.043140,-0.042902,-0.042916,-0.036306,-0.025107,-0.010844,NaN,0.012773,0.025506,0.031841,0.041443,0.042153,0.038557,0.036539,0.026474,0.013180,-0.000392,-0.010223,-0.019872,-0.027718,-0.032145,-0.035404,-0.031471,-0.026735,-0.019597,-0.013304,-0.001251,0.005809,0.011119,0.015324,0.019404,0.017504,0.015873,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,-0.019737,-0.021857,-0.025664,-0.026437,-0.024817,-0.016679,-0.008499,0.003518,0.014740,0.028341,0.036453,0.041410,0.040385,0.037223,0.026601,0.020129,0.004487,-0.010970,-0.025883,-0.037058,-0.043163,-0.045194,-0.046724,-0.039089,-0.025431,-0.009496,NaN,0.019116,0.034194,0.039475,0.046311,0.045253,0.041022,0.030386,0.018001,0.003451,-0.012446,-0.024328,-0.032587,-0.036161,-0.036742,-0.037261,-0.028807,-0.020162,-0.008377,0.002098,0.012981,0.018445,0.023433,0.023678,0.023195,0.018236,0.013039,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,-0.018485,-0.014308,-0.008670,-0.001863,0.004351,0.014950,0.023502,0.027452,0.033095,0.037083,0.038501,0.033154,0.027026,0.016498,0.006069,-0.005238,-0.018674,-0.030533,-0.036987,-0.041992,-0.047227,-0.044186,-0.038808,-0.032212,-0.020089,-0.007969,NaN,0.019596,0.026349,0.035066,0.041771,0.042776,0.041815,0.037600,0.030893,0.019058,0.007770,-0.001617,-0.012073,-0.021485,-0.028459,-0.034550,-0.034367,-0.033369,-0.027559,-0.022468,-0.015805,-0.006206,-0.002878,0.004949,0.009498,0.013981,0.015560,NaN,NaN,NaN,NaN,NaN
