NaN,NaN,NaN,NaN,NaN,NaN,-0.000974,-0.001439,0.000573,0.000683,-0.000801,0.001098,0.001659,0.001691,-0.000301,-0.000380,0.000325,-0.000228,0.001622,0.001006,-0.000864,-0.000820,-0.001484,0.000594,0.001192,-0.002354,0.000661,-0.000255,-0.001488,-0.000526,0.000109,0.001079,NaN,-0.002710,0.000185,-0.000906,-0.000893,0.001868,0.000452,0.000515,-0.001563,0.000095,-0.000955,-0.000250,0.001788,-0.001520,-0.000226,-0.000768,0.001012,0.000964,-0.000146,0.000750,-0.000999,-0.000076,0.001084,0.000295,-0.001336,0.000951,-0.001379,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,-0.009420,-0.007047,-0.005443,-0.000980,0.001517,0.007538,0.010929,0.014811,0.020654,0.022601,0.032498,0.036745,0.041037,0.047664,0.054593,0.058677,0.065287,0.070458,0.072028,0.075568,0.078728,0.081021,0.083261,0.086482,0.086433,0.087582,NaN,0.087493,0.085173,0.082170,0.080097,0.079477,0.074108,0.070399,0.064496,0.059971,0.053176,0.048478,0.044595,0.037481,0.033590,0.024375,0.018265,0.013775,0.006395,0.000943,-0.002427,-0.005489,-0.007550,-0.010897,-0.011358,-0.017599,-0.017608,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,0.004235,0.001084,-0.005146,-0.007402,0.006992,0.008968,-0.009353,0.011615,-0.013327,0.017132,0.023226,0.034647,0.059587,0.265777,-0.116626,0.055712,0.033664,-0.026377,-0.019296,0.018509,-0.013540,0.013723,-0.010415,-0.010006,-0.007854,-0.007363,NaN,-0.007127,0.004695,0.005607,-0.006008,-0.004631,0.005196,-0.003986,0.003701,-0.002753,0.003705,0.002484,0.002812,0.006101,0.000217,-0.002463,-0.003153,0.002679,0.002010,-0.001854,0.003805,-0.000820,-0.000031,-0.000877,-0.000740,0.000586,0.000278,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,0.007974,0.011678,-0.013552,-0.014437,0.017339,0.023996,-0.028256,0.041990,-0.065902,0.182606,-0.387935,-0.025614,-0.030622,-0.021574,-0.015652,0.015414,0.012288,-0.008685,-0.007484,0.007547,-0.005451,0.005366,-0.007013,-0.002779,-0.002712,-0.002646,NaN,0.000112,0.001813,0.000017,-0.001209,0.000438,-0.000537,0.001066,0.000533,0.001048,-0.001561,-0.001882,-0.000993,-0.001566,-0.004437,0.000385,0.000618,-0.001843,-0.002167,0.002412,-0.003030,0.002037,-0.001787,0.004030,0.003184,0.003809,0.003992,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,0.000350,-0.003703,0.000580,0.001452,0.000251,0.000203,0.000846,0.000953,-0.001605,0.000499,-0.005238,0.031833,-0.056556,0.205931,0.097683,0.022184,0.026101,-0.007948,-0.008692,0.004928,-0.006540,0.005216,-0.006006,-0.001616,-0.002286,-0.002831,NaN,-0.003738,0.003497,0.002081,-0.003686,-0.002258,0.003465,-0.003698,0.001886,-0.002371,0.002261,0.001705,0.000592,0.006966,0.006728,-0.002198,-0.002242,0.002157,0.001854,-0.001136,0.004051,-0.002120,0.003441,-0.002143,-0.002301,-0.001252,-0.001825,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,-0.025400,-0.025381,-0.024841,-0.022599,-0.020657,-0.015852,-0.013195,-0.009151,-0.002839,0.002645,0.008326,0.015385,0.023217,0.028004,0.035397,0.046802,0.051451,0.061304,0.062086,0.069775,0.073541,0.079250,0.085061,0.085731,0.085292,0.088668,NaN,0.085041,0.088419,0.082272,0.078803,0.074421,0.070920,0.064087,0.060596,0.048231,0.046369,0.036660,0.031056,0.024283,0.014427,0.005554,-0.001511,-0.005710,-0.012628,-0.019256,-0.022096,-0.025643,-0.026470,-0.029927,-0.030340,-0.030273,-0.029533,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,-0.004213,0.000560,0.001575,0.004509,0.007942,0.013177,0.015500,0.022328,0.027386,0.030450,0.038227,0.042719,0.045192,0.051289,0.055528,0.061994,0.066268,0.070719,0.073950,0.076287,0.079750,0.082798,0.085831,0.086941,0.086973,0.087751,NaN,0.089056,0.088597,0.085491,0.085568,0.081334,0.080707,0.077311,0.073844,0.068517,0.064471,0.059075,0.054739,0.048495,0.046196,0.038429,0.033414,0.030333,0.021724,0.018925,0.012279,0.008787,0.006640,0.003254,-0.000159,-0.003558,-0.005941,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,-0.028309,-0.029780,-0.030076,-0.027627,-0.025746,-0.024054,-0.019135,-0.013777,-0.009534,-0.003817,0.002887,0.012053,0.016459,0.025669,0.033498,0.044005,0.051800,0.057718,0.062862,0.070235,0.074814,0.079245,0.083604,0.084380,0.088877,0.089614,NaN,0.087843,0.082625,0.079403,0.073763,0.071748,0.062319,0.056936,0.047673,0.039454,0.031612,0.022814,0.015811,0.007255,0.001533,-0.009414,-0.017483,-0.019160,-0.028260,-0.031121,-0.034371,-0.037262,-0.038194,-0.037238,-0.036797,-0.039400,-0.034615,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,-0.003727,-0.005371,0.001886,0.002306,-0.000757,-0.003046,0.001899,0.000558,0.000456,0.000485,0.000908,0.003862,0.011410,0.056117,-0.066812,0.009730,0.008285,-0.007680,-0.005324,0.006447,-0.006737,0.005769,-0.006555,-0.003566,-0.003147,-0.004973,NaN,-0.009643,0.005100,0.005602,-0.006615,-0.004188,0.004599,-0.005125,0.004429,-0.003724,0.004632,0.005747,0.003956,0.005444,0.003790,-0.004144,-0.004016,0.004200,0.003841,-0.005242,0.001831,-0.003880,0.004944,-0.004046,-0.004926,-0.005025,-0.003466,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,-0.003110,-0.002311,0.003018,0.006058,-0.004914,-0.007662,0.006257,-0.009809,0.011006,-0.013246,-0.018725,-0.022826,-0.043413,-0.274845,0.082052,-0.035238,-0.023296,0.014809,0.012687,-0.010414,0.007085,-0.005910,0.005343,0.004868,0.002753,0.005052,NaN,0.003918,-0.004303,-0.002239,0.003027,0.003052,-0.001330,0.003139,-0.000678,0.000660,0.000754,-0.001065,-0.001359,0.002275,-0.002194,0.002246,-0.000717,-0.001736,0.000586,0.000477,0.000743,0.000973,0.000288,-0.000290,-0.000983,-0.001517,-0.001577,NaN,NaN,NaN,NaN,NaN
