NaN,NaN,NaN,NaN,NaN,NaN,0.012,0.004,-0.005,-0.014,-0.024,-0.026,-0.024,-0.014,-0.002,0.013,0.027,0.035,0.035,0.025,0.011,-0.005,-0.024,-0.040,-0.041,-0.038,-0.024,-0.006,0.015,0.030,0.042,0.042,NaN,0.016,-0.003,-0.021,-0.038,-0.043,-0.040,-0.025,-0.008,0.012,0.029,0.039,0.039,0.031,0.016,0.001,-0.015,-0.026,-0.032,-0.028,-0.019,-0.007,0.004,0.015,0.020,0.019,0.015,NaN,NaN,NaN,NaN,NaN,375588770.000
NaN,NaN,NaN,NaN,NaN,NaN,-0.004,0.003,0.010,0.017,0.024,0.026,0.026,0.026,0.020,0.009,-0.002,-0.015,-0.025,-0.033,-0.037,-0.039,-0.035,-0.026,-0.014,-0.001,0.014,0.026,0.040,0.042,0.043,0.038,NaN,0.020,0.004,-0.011,-0.025,-0.033,-0.040,-0.042,-0.039,-0.032,-0.021,-0.006,0.007,0.020,0.026,0.034,0.035,0.033,0.025,0.017,0.007,-0.001,-0.011,-0.016,-0.020,-0.020,-0.017,NaN,NaN,NaN,NaN,NaN,375588821.000
NaN,NaN,NaN,NaN,NaN,NaN,0.010,0.017,0.020,0.023,0.024,0.020,0.017,0.011,0.003,-0.008,-0.017,-0.028,-0.033,-0.038,-0.038,-0.036,-0.030,-0.020,-0.008,0.002,0.016,0.026,0.036,0.041,0.043,0.043,NaN,0.028,0.014,0.004,-0.011,-0.022,-0.032,-0.038,-0.041,-0.041,-0.035,-0.028,-0.018,-0.007,0.003,0.015,0.022,0.028,0.032,0.032,0.026,0.021,0.015,0.009,0.001,-0.006,-0.012,NaN,NaN,NaN,NaN,NaN,375589118.000
NaN,NaN,NaN,NaN,NaN,NaN,-0.004,0.002,0.011,0.016,0.024,0.028,0.028,0.025,0.020,0.008,-0.000,-0.014,-0.025,-0.031,-0.036,-0.040,-0.035,-0.028,-0.015,-0.004,0.014,0.024,0.038,0.041,0.043,0.039,NaN,0.019,0.006,-0.007,-0.025,-0.033,-0.041,-0.041,-0.038,-0.032,-0.022,-0.009,0.006,0.016,0.026,0.036,0.035,0.033,0.026,0.019,0.009,-0.000,-0.010,-0.017,-0.020,-0.020,-0.017,NaN,NaN,NaN,NaN,NaN,375589121.000
NaN,NaN,NaN,NaN,NaN,NaN,0.001,0.007,0.013,0.020,0.025,0.027,0.025,0.020,0.013,0.004,-0.009,-0.018,-0.029,-0.033,-0.036,-0.040,-0.032,-0.024,-0.010,0.000,0.018,0.026,0.038,0.043,0.043,0.040,NaN,0.018,0.007,-0.009,-0.024,-0.033,-0.040,-0.041,-0.040,-0.033,-0.025,-0.012,0.002,0.013,0.023,0.031,0.034,0.035,0.027,0.021,0.013,0.002,-0.004,-0.013,-0.016,-0.020,-0.017,NaN,NaN,NaN,NaN,NaN,375589124.000
NaN,NaN,NaN,NaN,NaN,NaN,-0.005,0.001,0.007,0.015,0.021,0.025,0.027,0.026,0.023,0.013,0.003,-0.009,-0.020,-0.031,-0.037,-0.041,-0.038,-0.032,-0.022,-0.008,0.008,0.019,0.033,0.041,0.043,0.041,NaN,0.026,0.013,-0.003,-0.018,-0.028,-0.038,-0.042,-0.041,-0.036,-0.026,-0.014,0.000,0.014,0.024,0.031,0.034,0.034,0.029,0.021,0.011,0.003,-0.008,-0.015,-0.018,-0.019,-0.018,NaN,NaN,NaN,NaN,NaN,375589126.000
NaN,NaN,NaN,NaN,NaN,NaN,-0.010,-0.004,0.003,0.011,0.019,0.025,0.029,0.028,0.023,0.013,0.003,-0.009,-0.021,-0.032,-0.037,-0.040,-0.036,-0.028,-0.015,-0.003,0.015,0.027,0.040,0.041,0.043,0.037,NaN,0.011,-0.002,-0.018,-0.032,-0.038,-0.042,-0.040,-0.031,-0.022,-0.006,0.010,0.021,0.030,0.034,0.037,0.031,0.025,0.013,0.003,-0.007,-0.016,-0.022,-0.023,-0.021,-0.017,-0.012,NaN,NaN,NaN,NaN,NaN,375589129.000
NaN,NaN,NaN,NaN,NaN,NaN,-0.002,0.006,0.013,0.016,0.024,0.025,0.025,0.023,0.015,0.005,-0.005,-0.016,-0.026,-0.032,-0.035,-0.039,-0.032,-0.023,-0.009,0.002,0.019,0.027,0.039,0.043,0.041,0.038,NaN,0.013,0.000,-0.013,-0.028,-0.036,-0.040,-0.038,-0.036,-0.029,-0.017,-0.003,0.009,0.020,0.029,0.034,0.033,0.031,0.022,0.014,0.004,-0.004,-0.013,-0.017,-0.020,-0.019,-0.016,NaN,NaN,NaN,NaN,NaN,375589132.000
NaN,NaN,NaN,NaN,NaN,NaN,-0.002,0.005,0.012,0.017,0.024,0.026,0.027,0.023,0.017,0.007,-0.006,-0.016,-0.027,-0.035,-0.035,-0.041,-0.034,-0.025,-0.009,0.001,0.017,0.026,0.043,0.044,0.043,0.037,NaN,0.015,0.001,-0.011,-0.028,-0.034,-0.042,-0.041,-0.037,-0.028,-0.018,-0.005,0.008,0.019,0.025,0.036,0.034,0.033,0.023,0.015,0.004,-0.005,-0.011,-0.018,-0.019,-0.019,-0.016,NaN,NaN,NaN,NaN,NaN,375589184.000
NaN,NaN,NaN,NaN,NaN,NaN,0.004,0.010,0.016,0.020,0.024,0.027,0.025,0.019,0.012,0.002,-0.009,-0.020,-0.027,-0.036,-0.038,-0.039,-0.034,-0.024,-0.015,-0.001,0.014,0.023,0.038,0.041,0.043,0.042,NaN,0.026,0.012,-0.002,-0.016,-0.028,-0.036,-0.041,-0.042,-0.038,-0.033,-0.021,-0.008,0.005,0.016,0.026,0.030,0.032,0.032,0.027,0.021,0.013,0.005,-0.005,-0.011,-0.015,-0.017,NaN,NaN,NaN,NaN,NaN,375589234.000
NaN,NaN,NaN,NaN,NaN,NaN,0.004,0.010,0.017,0.021,0.024,0.026,0.023,0.019,0.014,0.002,-0.010,-0.020,-0.029,-0.035,-0.037,-0.040,-0.034,-0.026,-0.013,-0.001,0.013,0.025,0.034,0.041,0.044,0.041,NaN,0.025,0.010,-0.002,-0.017,-0.027,-0.037,-0.043,-0.041,-0.039,-0.031,-0.020,-0.008,0.005,0.016,0.024,0.030,0.033,0.033,0.027,0.019,0.013,0.004,-0.005,-0.009,-0.014,-0.015,NaN,NaN,NaN,NaN,NaN,375589287.000
NaN,NaN,NaN,NaN,NaN,NaN,0.016,0.019,0.021,0.023,0.019,0.016,0.011,0.002,-0.006,-0.017,-0.024,-0.032,-0.036,-0.037,-0.037,-0.031,-0.023,-0.012,-0.001,0.010,0.024,0.033,0.041,0.044,0.043,0.038,NaN,0.024,0.011,-0.001,-0.013,-0.024,-0.034,-0.041,-0.041,-0.040,-0.037,-0.029,-0.018,-0.008,0.004,0.012,0.023,0.028,0.031,0.031,0.028,0.023,0.016,0.010,0.003,-0.002,-0.008,NaN,NaN,NaN,NaN,NaN,375589339.000
NaN,NaN,NaN,NaN,NaN,NaN,0.014,0.018,0.021,0.022,0.020,0.016,0.011,0.004,-0.004,-0.016,-0.024,-0.031,-0.036,-0.037,-0.036,-0.034,-0.027,-0.016,-0.004,0.008,0.020,0.031,0.040,0.042,0.042,0.041,NaN,0.026,0.015,-0.000,-0.013,-0.023,-0.033,-0.037,-0.042,-0.043,-0.038,-0.029,-0.019,-0.010,0.002,0.012,0.020,0.027,0.030,0.030,0.029,0.024,0.018,0.009,0.003,-0.001,-0.008,NaN,NaN,NaN,NaN,NaN,375589390.000
NaN,NaN,NaN,NaN,NaN,NaN,-0.011,-0.007,-0.001,0.008,0.015,0.022,0.027,0.028,0.026,0.020,0.011,-0.003,-0.015,-0.025,-0.033,-0.041,-0.038,-0.034,-0.023,-0.010,0.007,0.020,0.034,0.041,0.045,0.041,NaN,0.021,0.007,-0.009,-0.024,-0.036,-0.039,-0.041,-0.038,-0.028,-0.016,-0.000,0.012,0.025,0.031,0.037,0.034,0.029,0.018,0.009,-0.002,-0.012,-0.018,-0.022,-0.021,-0.019,-0.014,NaN,NaN,NaN,NaN,NaN,375589442.000
