NaN,NaN,NaN,NaN,NaN,NaN,-0.000,0.000,0.001,-0.001,0.002,0.002,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,-0.000,0.000,0.001,-0.000,-0.001,-0.000,0.000,-0.001,0.000,0.000,-0.001,0.001,-0.001,NaN,-0.002,0.000,-0.001,-0.002,0.002,0.001,-0.000,0.001,0.001,0.002,-0.000,0.001,0.001,0.000,0.001,-0.001,-0.000,0.001,-0.001,0.001,0.000,-0.000,-0.000,-0.001,0.000,0.001,NaN,NaN,NaN,NaN,NaN,375629529.000
NaN,NaN,NaN,NaN,NaN,NaN,0.018,0.021,0.023,0.026,0.030,0.032,0.032,0.036,0.037,0.040,0.041,0.044,0.046,0.048,0.050,0.051,0.052,0.053,0.052,0.054,0.054,0.054,0.055,0.054,0.053,0.054,NaN,0.052,0.049,0.049,0.050,0.048,0.045,0.044,0.045,0.040,0.040,0.039,0.035,0.033,0.032,0.028,0.027,0.024,0.024,0.021,0.019,0.019,0.014,0.013,0.011,0.009,0.007,NaN,NaN,NaN,NaN,NaN,375629587.000
NaN,NaN,NaN,NaN,NaN,NaN,0.018,0.022,0.027,0.029,0.029,0.026,0.021,0.011,0.004,-0.007,-0.018,-0.029,-0.037,-0.043,-0.047,-0.051,-0.048,-0.040,-0.031,-0.021,-0.007,0.005,0.022,0.035,0.044,0.050,NaN,0.053,0.053,0.042,0.035,0.020,0.009,-0.005,-0.020,-0.030,-0.043,-0.046,-0.049,-0.048,-0.042,-0.037,-0.027,-0.017,-0.006,0.005,0.013,0.021,0.025,0.027,0.026,0.025,0.021,NaN,NaN,NaN,NaN,NaN,375629889.000
NaN,NaN,NaN,NaN,NaN,NaN,-0.022,-0.022,-0.024,-0.025,-0.026,-0.025,-0.024,-0.021,-0.018,-0.015,-0.013,-0.008,-0.001,0.001,0.008,0.014,0.022,0.025,0.030,0.036,0.043,0.044,0.050,0.052,0.054,0.054,NaN,0.056,0.057,0.053,0.051,0.048,0.045,0.039,0.036,0.027,0.023,0.018,0.014,0.007,0.002,-0.004,-0.009,-0.012,-0.017,-0.020,-0.023,-0.027,-0.025,-0.026,-0.025,-0.024,-0.022,NaN,NaN,NaN,NaN,NaN,375629892.000
NaN,NaN,NaN,NaN,NaN,NaN,-0.017,-0.019,-0.023,-0.028,-0.031,-0.034,-0.036,-0.037,-0.036,-0.037,-0.034,-0.031,-0.028,-0.023,-0.018,-0.012,-0.004,0.004,0.010,0.017,0.025,0.030,0.039,0.045,0.048,0.050,NaN,0.053,0.056,0.056,0.054,0.048,0.045,0.040,0.034,0.023,0.018,0.011,0.007,-0.002,-0.009,-0.017,-0.022,-0.025,-0.028,-0.031,-0.032,-0.034,-0.030,-0.029,-0.027,-0.026,-0.021,NaN,NaN,NaN,NaN,NaN,375629894.000
NaN,NaN,NaN,NaN,NaN,NaN,-0.013,-0.017,-0.020,-0.025,-0.029,-0.033,-0.035,-0.037,-0.038,-0.040,-0.039,-0.037,-0.033,-0.028,-0.024,-0.020,-0.012,-0.005,0.002,0.010,0.015,0.023,0.031,0.039,0.042,0.045,NaN,0.055,0.057,0.056,0.055,0.052,0.049,0.044,0.041,0.032,0.028,0.018,0.013,0.006,-0.002,-0.008,-0.015,-0.018,-0.023,-0.028,-0.028,-0.030,-0.030,-0.030,-0.027,-0.025,-0.022,NaN,NaN,NaN,NaN,NaN,375629897.000
NaN,NaN,NaN,NaN,NaN,NaN,-0.021,-0.023,-0.026,-0.029,-0.032,-0.032,-0.033,-0.033,-0.032,-0.031,-0.026,-0.024,-0.019,-0.015,-0.011,-0.002,0.003,0.010,0.014,0.022,0.027,0.034,0.039,0.043,0.048,0.053,NaN,0.054,0.058,0.054,0.054,0.052,0.050,0.045,0.042,0.035,0.029,0.023,0.019,0.011,0.007,-0.001,-0.005,-0.011,-0.015,-0.019,-0.022,-0.023,-0.025,-0.025,-0.023,-0.023,-0.022,NaN,NaN,NaN,NaN,NaN,375629900.000
NaN,NaN,NaN,NaN,NaN,NaN,-0.015,-0.019,-0.023,-0.026,-0.030,-0.031,-0.034,-0.036,-0.036,-0.035,-0.035,-0.031,-0.029,-0.023,-0.018,-0.011,-0.003,0.004,0.010,0.021,0.027,0.031,0.039,0.043,0.046,0.052,NaN,0.056,0.055,0.053,0.051,0.048,0.044,0.038,0.032,0.022,0.019,0.010,0.006,-0.001,-0.009,-0.016,-0.020,-0.024,-0.030,-0.030,-0.030,-0.032,-0.032,-0.031,-0.030,-0.024,-0.020,NaN,NaN,NaN,NaN,NaN,375629903.000
NaN,NaN,NaN,NaN,NaN,NaN,-0.018,-0.024,-0.026,-0.028,-0.031,-0.034,-0.035,-0.034,-0.031,-0.029,-0.028,-0.023,-0.021,-0.013,-0.008,-0.002,0.005,0.014,0.019,0.026,0.034,0.039,0.044,0.047,0.052,0.053,NaN,0.056,0.055,0.055,0.050,0.048,0.043,0.038,0.032,0.024,0.017,0.010,0.005,-0.001,-0.008,-0.014,-0.017,-0.021,-0.026,-0.029,-0.030,-0.032,-0.030,-0.029,-0.028,-0.025,-0.022,NaN,NaN,NaN,NaN,NaN,375629912.000
NaN,NaN,NaN,NaN,NaN,NaN,0.009,0.017,0.021,0.028,0.032,0.032,0.030,0.027,0.021,0.011,-0.002,-0.015,-0.026,-0.036,-0.043,-0.050,-0.052,-0.049,-0.043,-0.036,-0.022,-0.011,0.008,0.019,0.035,0.045,NaN,0.053,0.057,0.052,0.041,0.029,0.018,0.006,-0.013,-0.025,-0.037,-0.044,-0.049,-0.049,-0.044,-0.039,-0.030,-0.020,-0.008,0.003,0.013,0.019,0.024,0.028,0.027,0.024,0.020,NaN,NaN,NaN,NaN,NaN,375629946.000
NaN,NaN,NaN,NaN,NaN,NaN,-0.008,-0.012,-0.017,-0.021,-0.026,-0.030,-0.034,-0.037,-0.039,-0.041,-0.043,-0.040,-0.036,-0.034,-0.029,-0.024,-0.016,-0.009,-0.001,0.006,0.014,0.021,0.030,0.037,0.044,0.046,NaN,0.055,0.057,0.055,0.055,0.051,0.048,0.043,0.036,0.029,0.023,0.012,0.006,-0.000,-0.008,-0.015,-0.022,-0.024,-0.028,-0.031,-0.032,-0.034,-0.032,-0.031,-0.027,-0.024,-0.020,NaN,NaN,NaN,NaN,NaN,375629997.000
NaN,NaN,NaN,NaN,NaN,NaN,0.012,0.019,0.024,0.028,0.031,0.029,0.029,0.021,0.014,0.001,-0.011,-0.023,-0.033,-0.040,-0.046,-0.052,-0.048,-0.042,-0.032,-0.021,-0.007,0.006,0.026,0.036,0.046,0.052,NaN,0.052,0.051,0.039,0.027,0.011,-0.004,-0.018,-0.033,-0.041,-0.050,-0.049,-0.048,-0.043,-0.033,-0.022,-0.010,0.002,0.015,0.023,0.028,0.031,0.031,0.030,0.025,0.016,0.012,NaN,NaN,NaN,NaN,NaN,375630049.000
NaN,NaN,NaN,NaN,NaN,NaN,0.011,0.017,0.022,0.027,0.030,0.028,0.026,0.021,0.014,0.004,-0.009,-0.020,-0.031,-0.037,-0.043,-0.048,-0.047,-0.043,-0.034,-0.023,-0.009,0.004,0.022,0.033,0.044,0.047,NaN,0.050,0.047,0.037,0.026,0.011,-0.003,-0.016,-0.028,-0.039,-0.047,-0.048,-0.045,-0.041,-0.033,-0.023,-0.010,-0.001,0.012,0.019,0.027,0.030,0.030,0.029,0.025,0.019,0.012,NaN,NaN,NaN,NaN,NaN,375630100.000
